artist_id,artist_name,artist_mbtags,tempo,key
ARS1OWB1187B99EEAD,The New York Dolls,punk,154.953,11.0
ARGMXQW1187FB54C34,Eliane Elias,brazilian,86.091,7.0
AROEL1B1187B988B90,Lost Boyz,american,90.218,7.0
AR8W8DN1187FB35ED0,The Germs,los angeles,133.144,11.0
ARUWLCL1187FB549B8,Yamandu Costa,,205.317,2.0
AR3793X1187FB50CB3,Chris Rea,rock,180.149,9.0
ARINEWW1187FB5577E,Perrey And Kingsley,,102.538,0.0
ARDGB6U1187FB3AD07,Eurythmics,british,84.164,0.0
AR2J2WF1187FB46271,Francis Dunnery,,124.175,7.0
ARUI8651187B9ACF52,John Cale,british,137.004,7.0
AR89DTT1187B9A7ED5,Suzanne Ciani,instrumental,106.33,7.0
ARMD0G81187B99A519,Vickie Winans,,107.961,11.0
AR0VZWC1187B99BA57,The Berzerker,grindcore,174.287,1.0
ARF2EHS1187B994F4E,Kings Of Leon,american,116.823,0.0
ARZKRD01187FB45FD2,Edith Lefel,,101.972,0.0
ARK4H5K1187B992F74,Taras,,127.97,11.0
AR06EB01187FB40150,NOFX,american,152.622,4.0
ARKPDBH1242077DEB1,Murskahumppa,,110.787,7.0
ARBJSO81187B9BA09B,Soda Stereo,rock en espanol,112.903,7.0
ARRC2JF1187B9B6A93,Bruce Rowland,,115.642,7.0
ARNIFX51187FB418EA,Xcultures,,125.013,1.0
ARCCRTI11F4C845308,White Heart,,113.277,5.0
ARNVH8S1187FB52F86,Heavy D / McGruff,,96.979,5.0
ARNLO5S1187B9B80CC,Van Halen,classic pop and rock,140.995,8.0
ARTDQRC1187FB4EFD4,Black Eyed Peas,pop and chart,105.206,11.0
ARK9TRQ1187B99C095,Nine Inch Nails,industrial rock,63.017,0.0
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,seen live,144.603,9.0
ARMBYRO1187FB57419,Nadine Renee,,167.92,2.0
ARWY7I71187FB36C3D,Lesley Gore,classic pop and rock,129.122,9.0
AR6Y22S1187B99906F,Smartbomb,,132.022,0.0
ARI5P4N1187FB3F44D,Suburbs,,183.92,1.0
ARYPWUK1187B98ACED,Emperor,,89.867,9.0
ARW63KF1187B98AC48,Julien Clerc,french,119.896,2.0
AR8H87D1187FB3A841,Glen Campbell,classic pop and rock,137.29,1.0
ARLWR721187B9A03C9,T.G. Sheppard,,82.343,5.0
ARF4V431187FB3AA41,Slim Whitman,,91.487,3.0
ARBGWMW1187B9AEA3E,Savage Garden,australian,84.69,9.0
AR6G4V01187B9AD086,Queens Of The Stone Age,stoner rock,115.606,2.0
ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,,126.523,7.0
AR9AM2N1187B9AD2F1,Inspiral Carpets,madchester,113.677,2.0
AR9XEVF1187B99D017,Borialis,,86.938,2.0
ARCFOZ71187FB43A0D,The Dirty Skirts,durban,141.936,0.0
ARHFEBO11F50C4825A,Flor Silvestre,,106.049,11.0
AR107SB1187B9A79F9,BA(c)zu,,126.88,8.0
ARXWAQQ1187B9AE954,Redman,soul and reggae,85.008,1.0
ARL6XZC1187FB3936E,Solistiyhtye Suomi,finnish,133.699,4.0
ARSDSMG1187B98CB59,Eddie Cantor,,118.975,11.0
AR3WMW01187B9921F7,Schizoid,,102.408,9.0
AR3C3C01187B98E800,Kai Winding,,112.006,0.0
ARDD9UN1187B98D3A7,Sonny Simmons,,45.527,1.0
ARJGNV61187B98F3B5,Mira,,85.621,4.0
ARSVI4L1187B996181,Citizen Kaned,,108.061,8.0
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,,216.195,7.0
AR4PCIG1187B98D07D,Ellen McIlwaine,singer-songwriter,132.428,7.0
AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,,168.307,5.0
AR1X2H01187B98CCF2,Maurice Chevalier,french,140.956,0.0
ARBQBZV1187B99D29E,Carl Cox Vs Yousef,uk,130.016,1.0
AR9ODB41187FB459B2,Organized Konfusion,group,175.769,11.0
ARF3GX71187FB3EB66,Martina McBride,country,100.194,7.0
AR3PN3R1187FB4CEBD,Horace Andy,classic pop and rock,151.911,2.0
ARYWCFZ11E2835CFDD,Nazz,,119.691,9.0
ARUT16P1187FB532A4,Tyrone Davis,,161.976,10.0
AREOGMA1187B9908EF,Hot Tuna,folk,172.398,0.0
AR4ABL21187FB3913A,Richard Burton,,109.823,2.0
AR8YV1I1187FB45D2B,Rory Block,folk,90.101,1.0
ARR9XGB1187B9912E6,Boyz II Men,soul and reggae,116.473,8.0
ARBKUS51187B98A3AC,Howard Armstrong,,126.821,9.0
ARTB5PP1187FB523B7,Donny Hathaway,rock and indie,111.191,2.0
ARXFQDY1187B9AAF1E,Miguel Gallardo,,125.508,5.0
ARVEJ9M1187FB4DC44,Les Ogres De Barback,,137.888,4.0
ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,,150.012,6.0
ARQESNI1187FB511EE,Morel,,108.367,10.0
ARCZ20M1187FB49687,Tony Joe White,country,173.482,2.0
ARDF8K01187FB37200,Wolfmother,rock and indie,110.745,4.0
AR11NP91187B9901B4,The Roches,folk,130.027,2.0
ARBZAIL1187FB5B1C8,Bob Margolin,,110.168,11.0
ARWXHRS1241B9C7A1E,Thomas Battenstein,,97.976,9.0
ARV1P811187FB3CFC6,Jupiter Rising,,119.979,0.0
ARIU0MA1187B98D36F,Dharma Bums,,156.968,6.0
ARB4D891187B9954F7,Saafir,,188.886,5.0
ARQOC971187B9910FA,The Verve Pipe,,133.306,9.0
AR19SOA1187B98F6E6,Bob Neuwirth,american,152.267,4.0
ARTDBI61187FB48479,Marvin Sapp,,166.275,1.0
ARSE6YI1187B9B9CD2,James Hunter,jazz and blues,114.971,2.0
AR6C8EJ1187FB3F473,Nelson Ned,,144.651,9.0
AROI96Z1187B9A5304,Mish Mash,,152.005,2.0
ARIOSKN1257509BCE1,Cama,,155.074,1.0
ARI0PUX1187FB3F215,Maxi Priest,,61.971,10.0
ARYO9BU1187B9ADA88,Porcupine Tree,progressive rock,124.04,6.0
ARZ507V1187FB4425E,Ragheb Alama,,191.196,7.0
AR6XPWV1187B9ADAEB,Foo Fighters,rock,152.127,7.0
AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,colombian,100.023,10.0
AR4CG3B1187FB5B861,The Avengers,punk,192.688,10.0
AR7BMMV1187FB5B2D7,Robben Ford,jazz and blues,154.322,11.0
AREYIHC1187B99CE0B,Brazilian Tropical Orchestra,,236.006,5.0
AREEMIN11F4C848971,Gil Semedo,,150.666,11.0
ARBJSO81187B9BA09B,Soda Stereo,rock en espanol,175.421,11.0
ARBGJLS11F4C83D4B9,Xmilk,,104.153,9.0
ARVNDLR1187B99CA1B,Dolce; Oscar G.,,127.278,11.0
AR5LZJD1187FB4C5E5,Britt Nicole,,160.165,6.0
AR3WMW01187B9921F7,Schizoid,,86.091,5.0
ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,hip hop rnb and dance hall,149.94,0.0
ARK2G5U1187FB46B34,Perrey And Kingsley,classical,135.78,0.0
ARTB56G11C8A41569D,Sven Tasnadi,,122.967,7.0
AR0GGKI1187FB391D5,Eddie,,142.024,9.0
ARZEWUR1187FB53DC8,Enthroned,,135.535,2.0
AR89DTT1187B9A7ED5,Suzanne Ciani,instrumental,139.189,2.0
ARTHKKA122BCFCBF58,Milan Band,,128.598,8.0
ARJDMBO1187B9AD118,Johnny Osbourne,,163.445,3.0
ARYJSY01187B9B7C65,Dolly Parton,country,114.027,7.0
AR77FBJ1187FB49D8D,Rance Allen Group,,111.316,7.0
ARFVYJI1187B9B8E13,Pearl Jam,grunge,105.994,4.0
ARBM4TC1187FB5CE98,Natalie Cole,jazz and blues,88.489,8.0
ARMQHX71187B9890D3,Mastodon,heavy metal,118.433,7.0
ARYXJ5A1187B9B9E56,Kiril Valeri,,96.007,11.0
ARULHJM1187B997004,Word,,187.807,9.0
AROTIMO1187FB532BF,DJ Quik,,181.115,7.0
AR0X3JJ1187FB3A9A7,Hank Locklin,,148.357,2.0
AR035N21187FB3938E,BT,trance,136.164,1.0
ARA0H5U1187FB47949,2-4 Grooves feat. Reki D.,,126.941,4.0
AR358YS1187FB44A29,The Jordanaires,,159.582,5.0
ARANOZN1187B9B373E,Descendents,punk,89.495,6.0
ARHONG11187FB3B120,L.A. Guns,,102.259,5.0
ARRA2F91187B9B4061,Bare Jr.,,107.529,10.0
ARSGZ3J1187FB3E610,Shelley Fabares,,99.408,0.0
ARMQ32V1187B9999F3,Norrie Paramor,orchestral conductor,79.731,9.0
AR8EDG51187FB41A08,Gary Hobbs,,188.502,0.0
AR1GYND1187B9A9CD3,Diesel Boy,punk,133.729,11.0
AR1PCLK1187FB5BBFF,Angelo Badalamenti,soundtrack,139.136,4.0
ARF0W6Z1187B9AC325,Cradle Of Filth,gothic metal,193.693,2.0
ARWGIOC1187FB4CBEF,Jim Chappell,,76.693,0.0
ARZHLNX1187FB4B8E7,Ladybug,,126.95,10.0
ARC25S11187B993923,Bandido,,144.812,6.0
ARKE8PP1187B997DD4,Brixx,,138.003,11.0
ARK9TRQ1187B99C095,Nine Inch Nails,industrial rock,130.284,7.0
ARGTUWC1187B9904A0,Susana Seivane,,152.013,10.0
ARFS01P1187B9A395A,Leland Martin,,159.968,4.0
ARGWIHH1187B9A79B0,Test Icicles,indie,75.031,4.0
AR5MK521187B98E0B8,Heaven 17,new wave,150.837,7.0
ARU22AM1187B9961EA,React,,143.231,10.0
ARTB56G11C8A41569D,Sven Tasnadi,,123.993,11.0
AR93RTI1187B98ECFB,Mance Lipscomb,,97.981,11.0
AR9AN471187B99E0DA,Scott Wesley Brown,,137.288,2.0
ARAR4YH1187B98BF2A,FlA!vio JosA(c),,168.323,3.0
AR567PN1187FB4B4F2,Moss,,111.079,2.0
ARYKF861187B99C74B,Pery Ribeiro,,133.009,0.0
AR4K59J1187FB3759B,Soular,,146.577,6.0
ARLSF8H1187B9A76B0,Dimmu Borgir,norwegian,140.458,6.0
ARDG9Z71187B997023,Public Image Ltd,uk,132.506,0.0
AR56P361187B9AC4DB,Gary Moore,blues rock,153.862,2.0
ARDDHGI126E2B3AA76,Pascal Sangla,,93.238,9.0
ARVML631187B99E90D,The B-52's,classic pop and rock,124.086,0.0
ARBKMHZ11F4C843491,Dakis,,66.765,2.0
ARD3LXU1187B9ABFC5,Sex Pistols,british,145.518,9.0
ARXOTQH1187FB57084,Chris Brown,,139.998,1.0
ARMG6K31187FB55677,Deekline & Wizard,,90.648,0.0
ARFUSID1241B9C9462,Daniela DessA!,,140.334,2.0
ARC6UC81187B989062,Hem,country,89.86,5.0
ARKZJ301187FB521B2,Lily Allen,uk,156.097,9.0
ARVKAWO11F50C47C9A,Pentangle,,179.501,5.0
ARHXBJI1241B9C8B7F,DJ Dips,,86.689,1.0
ARTFLEU1269FCD1FE3,Ana Bekuta,,160.261,0.0
AR0LVFQ1187B9A84E0,Jason Miles,,101.03,10.0
ARU9KWP1187B98B2A7,Busdriver,hip hop rnb and dance hall,155.038,6.0
ARZ05QG1187FB3843E,Byther Smith,,117.168,1.0
ARTEGHH1187FB435C8,Bebo & Cigala,world,132.967,2.0
ARASSX21187FB528B7,Bizarre Inc,,139.91,11.0
ARRH2S81187B98C8AA,Bongzilla,american,95.882,9.0
ARSF4161187B9B449F,The Gone Jackals,,135.175,4.0
AR87OXB1187FB39E0B,The Willis Brothers,,121.983,7.0
ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,,169.775,9.0
ARWAPYC1187FB3FCAF,S.U.P,french,137.862,11.0
ARILV5E1187B9959C8,Boogie Pimps,pop and chart,83.326,1.0
ARHSAFX1187B98E89A,Brian Keane,,117.667,4.0
ARGR9FY1187FB4D0E7,Aberdeen,,90.908,9.0
ARVG4OK1187B9B6BD3,The Killers,rock and indie,151.953,4.0
ARGCY1Y1187B9A4FA5,Gloriana,,161.054,0.0
ARYFROT1187B9B78C2,Butterfly Temple,,159.895,8.0
ARIN12F1187FB3E92C,Grant Geissman,production music,128.219,9.0
ARMZ4PD1187B9ACBCD,20/20,,101.229,6.0
AR0CWSC1187B9AFE3F,JosA(c) Augusto,,98.859,0.0
ARD5K161187B9AC784,Orbital,british,125.975,0.0
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon,,154.09,1.0
ARSTH0R1187B98951E,Moonsorrow,black metal,124.237,9.0
ARSL5SP1187B9A7AE0,N.W.A.,hip hop rnb and dance hall,97.099,9.0
ARCE0H01187B9AF741,Rage Against The Machine,funk metal,140.63,9.0
ARW4AGO1187FB4F107,Jazz Gillum,,101.41,0.0
ARZWK2R1187B98F09F,Rise Against,hardcore punk,186.254,4.0
ARDOOH01187B991055,Ultraviolence,,210.47,1.0
ARMBTFC1187FB56343,Korn,american,94.057,7.0
ARBH0MS1187FB36311,Sir Neville Marriner,conductor,100.349,4.0
ARTXEZN1187B9B8190,Agnes,,124.009,7.0
ARBM57Q1187B9AF97C,James Horner,soundtrack,90.084,9.0
ARED2DG1187FB3CB4D,Tantric,,106.698,2.0
ARMQHX71187B9890D3,Mastodon,heavy metal,89.78,2.0
ARNIFX51187FB418EA,Xcultures,,107.177,9.0
AREW1KO1187B98E42E,The Irish Tenors,,152.258,10.0
ARUJ5A41187FB3F5F1,U2,irish,134.083,3.0
ARE2BVT1187B9AC9A2,Little Joe,,106.398,5.0
ARMBTFC1187FB56343,Korn,american,160.022,10.0
AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,ragtime,101.492,7.0
ARFTMGO1187B9A777A,Percy Faith,,86.141,0.0
AR5J8XN1187B9B712E,Extreme,,120.097,1.0
AR4B3RX1187B9A868A,Alexandre Desplat,easy listening soundtracks and musicals,128.173,7.0
ARE1N571187B98A47D,Prozak,,88.835,8.0
AR8XG9J1187FB418C1,Jerry Butler,,105.24,2.0
ARHSS201187B98A8CC,Yvette Horner,,162.385,7.0
AR02PUA1187FB52574,Delta 9,,109.636,2.0
AR6892W1187B9AC71B,Placebo,alternative rock,108.264,10.0
ARGNGRI11E2835D567,Tam Tam Go!,spanish,119.524,9.0
ARQDYV0119B866800F,Gertrudis,,97.76,9.0
ARN5W1B1187B98BE10,Warrior King,,241.877,10.0
ARBJSO81187B9BA09B,Soda Stereo,rock en espanol,91.328,7.0
ARETCTY1187FB4C033,LORE,,130.062,8.0
ARQXR6R1187FB46FD6,Soul Asylum,american underground,68.734,11.0
ARP8TSJ1187FB54852,Carl Doy with NZSO,,94.658,2.0
AR3PN3R1187FB4CEBD,Horace Andy,classic pop and rock,102.055,10.0
ARQGYP71187FB44566,Jimmy Wakely,,109.065,2.0
ARHVU591187B99F46A,The Nightraver & The Magican,,184.981,6.0
ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),,201.802,7.0
ARX9YIP1187B98A656,RUN-DMC,hip-hop,119.67,1.0
ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,,105.181,0.0
AR0X3JJ1187FB3A9A7,Hank Locklin,,165.668,9.0
ARYECMK1187FB5C081,Lady May,,188.056,1.0
AR74Q3R1187B9B24C3,Nightwish,finnish,143.97,3.0
AR1PCLK1187FB5BBFF,Angelo Badalamenti,soundtrack,61.883,6.0
AR0G47L1187B98CC6D,Frank Chacksfield,production music,0.0,7.0
ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro,,163.167,9.0
ARHRP6Q1187FB3F016,Buzzhorn,,144.836,9.0
AR10USD1187B99F3F1,Silverstein,,108.499,2.0
ARTW7I31187B9A4CA9,!!!,sillyname,193.978,11.0
ARQCMZ01187B99342C,The Secret Life of Teenage Girls,,88.935,0.0
ARSZ6MA1187FB43D29,The Notorious B.I.G.,hip hop rnb and dance hall,91.69,4.0
ARDIBRT1187B9AF176,Led Zeppelin,hard rock,210.8,1.0
ARY80281187FB3E380,Sandi Thom,uk,82.205,4.0
ARXSPYZ1187B98972A,Carl Belew,,121.563,4.0
ARR2TI31187FB380FE,The Field Mice,classic pop and rock,162.682,3.0
ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,jazz,106.219,11.0
AR0OEYB1187FB4A81E,Catherine Howe,,172.337,4.0
ARH4N0N1187FB3E1F1,Malkit Singh,bhangra,210.305,5.0
ARDQO721187FB3C6D9,Rodney O & Joe Cooley,,175.393,1.0
ARIFGKC1187B9B04D5,Dean Martin,big band,128.459,0.0
AR4IWYN1187FB47DF6,Strata,,109.671,2.0
AR9YQN31187FB45B34,James Darren,,141.024,5.0
ARV3IN31187FB4AAAE,Till West & DJ Delicious,,125.558,1.0
ARCID1N1187FB51DA0,Carlos NuA+-ez,,211.327,9.0
ARKCTSM11F4C83C839,Igor Stravinsky,,147.637,11.0
AR7JBP41187FB3EA8A,Gene Clark,,98.49,9.0
ARAHQDS1187FB55275,Maysa,brazilian,137.673,10.0
ARALP6I1187B989E27,The Shirelles,american,68.283,0.0
AR23EC41187FB4805D,The American Boychoir,,0.0,2.0
AR8JSAL1187FB3CE7E,JDS,,134.014,1.0
ARL6FF81187FB5A916,Panic At The Disco,pop and chart,85.157,5.0
AR9EZGO1187B9A401F,Jan Howard,,86.162,1.0
ARLDW6Z1187FB3F2A0,Abraham Laboriel,,93.106,11.0
ARKA2YS1187B9A4060,"\"MichA\"\"le Arnaud\"",french,49.262,3.0
AR1QXAQ1187FB47FAC,Sticky Fingaz,,80.149,6.0
ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,,82.422,6.0
AR76DOS1187FB5AE78,The Jeff Healey Band,classic pop and rock,107.197,7.0
AR4OHL91187B9B2EB9,Angela Dimitriou,,124.177,9.0
AR6QQY41187B990574,Danny Wilson,classic pop and rock,196.034,7.0
ARN8NCB1187FB49652,Lionel Rogg,,64.401,0.0
AREHMUC1187B98B91B,Java,,130.861,1.0
ARXG6L11187FB5695E,SWAMI featuring Asuivre,desi,90.008,10.0
ARO2EDF1187B993BD8,The Black Velvet Band,,122.174,9.0
ARU0HTX1187B98B4C6,Lisa Lynne,,95.981,2.0
ARVMPJC1187FB3B954,Pe'z,,75.955,0.0
ARDW5AW1187FB55708,Shawn Colvin,folk,210.871,8.0
ARHNL9K1187FB5730C,Stephy Tang,hong kong,105.196,4.0
ARD7TVE1187B99BFB1,Casual,,106.689,4.0
AR3JMC51187B9AE49D,Backstreet Boys,american,112.787,0.0
ARPBNLO1187FB3D52F,Tiny Tim,,93.779,6.0
AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,jazz,89.865,0.0
AROGWRA122988FEE45,Christos Dantis,,133.339,5.0
ARMBR4Y1187B9990EB,David Martin,,98.718,0.0
ARQ9BO41187FB5CF1F,John Davis,,74.072,5.0
ARKULSX1187FB45F84,Trafik,,130.006,8.0
ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,production music,104.394,4.0
AREDBBQ1187B98AFF5,Eddie Calvert,uk,159.587,4.0
AR7ZKHQ1187B98DD73,Glad,a cappella,192.702,2.0
ARBGXIG122988F409D,Steel Rain,,98.11,3.0
AR7SMBG1187B9B9066,Los Manolos,,118.595,7.0
ARGCY1Y1187B9A4FA5,Gloriana,,143.601,2.0
AR36F9J1187FB406F1,Bombay Rockers,,81.319,4.0
ARNNKDK1187B98BBD5,Jinx,,89.345,6.0
AR62SOJ1187FB47BB5,Chase & Status,hip hop rnb and dance hall,174.993,4.0
ARBEBBY1187B9B43DB,Tom Petty,classic pop and rock,129.122,9.0
ARDR4AC1187FB371A1,Montserrat CaballA(c);Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,spanish,86.666,8.0
ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers,,231.867,8.0
AREDL271187FB40F44,Soul Mekanik,,190.698,5.0
ARP6N5A1187B99D1A3,Mitch Ryder,rock,97.538,9.0
ARGSAFR1269FB35070,Blingtones,,95.225,6.0
ARULZCI1241B9C8611,Luna Orbit Project,,139.993,5.0
AR0IAWL1187B9A96D0,Danilo Perez,,159.233,7.0
ARJIE2Y1187B994AB7,Line Renaud,,124.75,1.0
ARLTWXK1187FB5A3F8,King Curtis,,100.415,0.0
ARNF6401187FB57032,Sophie B. Hawkins,,105.003,9.0
ARPFHN61187FB575F6,Lupe Fiasco,hip hop rnb and dance hall,110.218,7.0
AR051KA1187B98B2FF,Wilks,,88.973,10.0
AR8IEZO1187B99055E,Marc Shaiman,composer,134.566,4.0
AR558FS1187FB45658,40 Grit,,186.882,11.0
ARVBRGZ1187FB4675A,Gwen Stefani,ska punk,113.995,1.0
ARWB3G61187FB49404,Steve Morse,,90.199,4.0
AREVWGE1187B9B890A,Bitter End,,111.032,10.0
AR2JD2Z1187B998A90,Ethel Merman,,124.184,0.0
AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival,,157.746,5.0
ARF6ZTO1187FB3684F,Story Of The Year,,100.032,6.0
ARPYBWQ1187B989C0D,Natural Elements,,185.88,1.0
ARU0HTX1187B98B4C6,Lisa Lynne,,94.031,0.0
ARUE3AK1187B9AC923,Neil Sedaka,classic pop and rock,76.013,4.0
AR6W9T51187B9A8B8E,Maurice Larcange,,133.553,1.0
ARQ05GM1187B990512,A Static Lullaby,,202.233,2.0
AR1Y2PT1187FB5B9CE,John Wesley_ John Wesley,,133.405,7.0
ARXN7S71187B9941BE,Coph Nia,,116.819,5.0
AR1072G1187FB5B351,Tabu feat. Mitzib,,127.887,11.0
ARXIIEY1187FB44EAF,Nights Like These,,124.872,5.0
ARBUOOR1187B997391,Oasis,,136.948,0.0
ARQ9BO41187FB5CF1F,John Davis & Emma Doyle,,169.878,0.0
ARGC7FQ1187FB409CC,Stew,,100.621,7.0
ARRS5961187B99F9DE,Jauida,,101.01,7.0
AR14CJ91187FB3A994,Eddy Arnold,,157.779,11.0
ARJV0U41187B9AB715,All Time Low,,91.483,2.0
AR502DZ1187B98F8E1,Brian Dullaghan,,99.109,10.0
ARWI6LR1187FB46E9F,Richard Galliano,,76.296,9.0
AR0AVIB1187FB37D01,Regina Belle,,92.672,7.0
AR7OCK81187B98D1F1,Debbie Davies,,116.984,7.0
ARABFU01187FB46712,STEVE CAMP,,139.07,5.0
ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash,,98.983,6.0
ARQZTGO11E8F5C0768,The Stolen Minks,,123.695,2.0
AR08GQF1187B98E316,Daath,metal,97.151,0.0
ARZGMLE11F4C840C9D,Extasick,,91.459,2.0
AROATPL1187FB48E12,UFO,latvian,116.11,7.0
ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago,dance and electronica,85.282,6.0
ARYCP7D1187B99516B,Pat Travers,canadian,140.872,9.0
ARVN9FZ1187FB393F1,SNOWPATROL,northern irish,144.003,0.0
ARMD6JB1187FB3B0E7,Die Fantastischen Vier,german,120.001,9.0
ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet,,168.558,8.0
AR6C8EJ1187FB3F473,Nelson Ned,,146.061,10.0
AROHMXL1187B9AF4B2,Yung Joc,,174.019,4.0
ARWNRBH1187B9B7E68,Philippe Sarde,french,85.691,2.0
ARRVUWA1187B9A0FE2,Orquesta AragA3n,,92.606,7.0
AR0LVFQ1187B9A84E0,Jason Miles,,163.97,0.0
ARZCEOJ1187B9A91C0,State of Chaos,,97.619,2.0
ARD2NDU1187B99B615,Dropkick Murphys,folk punk,183.808,9.0
AREJO121187B995676,Taint,,92.044,1.0
AR5WPYF1187B9B40DA,VHS Or Beta,,126.806,9.0
ARN5BHA1187B99E072,Leonard Kwan,hawaiian,108.912,5.0
ARUZL121187FB4B42D,True Believers,alternative rock,160.731,6.0
ARW040W1187FB51082,Les Hurlements D'leo,french,104.307,7.0
ARQ7XJG1187B991CEC,Charanga Forever,,203.964,1.0
AR7S48C1187B99711E,Zuzu Bollin,,131.683,10.0
ARM7C1Q1187FB471C8,Bullet For My Valentine,welsh,188.924,0.0
ARYHTYH11EBCD7C884,The Hit Factory,,126.342,7.0
AR7UOUK1187B99078C,Terry Snyder,,112.097,10.0
ARGEKDX1187FB3A5BF,Marcus Miller,,125.147,0.0
ARNQESK11F4C83FD6F,Beatnuts,,87.634,6.0
ARN03F71187FB4E3F4,Ayo,soul and reggae,128.689,0.0
